"eid"	"prism.doi"	"pii"	"dc.title"	"prism.coverDate"	"prism.volume"	"prism.pageRange"	"dc.creator"	"citedby.count"	"article.number"	"source.id"	"pubmed.id"	"dc.identifier"	"Topic0"	"Topic1"	"Topic2"	"Topic3"	"Topic4"	"Topic5"	"Topic6"	"Topic7"	"Topic8"	"Topic9"	"dominant_topic"	"eid"	"pii"	"neg"	"neu"	"pos"	"compound"	"eid"	"pii"	"year"
"2-s2.0-0016319593"	"10.1016/0047-2484(74)90017-7"	"47248474900177"	"Infant socialization in Primates"	"1974-01-01"	3	"563-574"	"Fragaszy D.M."	14	NA	18927	NA	"SCOPUS_ID:0016319593"	0	0	0.14	0	0	0	0	0	0	0.86	9	"2-s2.0-0016319593"	"47248474900177"	0.054	0.836	0.11	0.9998	"2-s2.0-0016319593"	"47248474900177"	"1974"
"2-s2.0-85015680542"	"10.1016/j.jhevol.2017.01.015"	"S0047248417300350"	"Fruits of the forest: Human stable isotope ecology and rainforest adaptations in Late Pleistocene and Holocene (∼36 to 3 ka) Sri Lanka"	"2017-05-01"	106	"102-118"	"Roberts P."	30	NA	18927	28434535	"SCOPUS_ID:85015680542"	0	0.58	0	0	0	0.04	0.26	0	0.06	0.06	1	"2-s2.0-85015680542"	"S0047248417300350"	0.026	0.912	0.062	0.9998	"2-s2.0-85015680542"	"S0047248417300350"	"2017"
"2-s2.0-0016172287"	"10.1016/0047-2484(74)90176-6"	"47248474901766"	"On hybridization between Theropithecus gelada and Papio anubis in the wild"	"1974-01-01"	3	"187-192"	"Dunbar R."	41	NA	18927	NA	"SCOPUS_ID:0016172287"	0	0.12	0.23	0	0	0	0	0	0	0.65	9	"2-s2.0-0016172287"	"47248474901766"	0.018	0.885	0.096	0.9992	"2-s2.0-0016172287"	"47248474901766"	"1974"
"2-s2.0-85061191455"	"10.1016/j.jhevol.2018.12.005"	"S004724841730444X"	"Ardipithecus ramidus postcrania from the Gona Project area, Afar Regional State, Ethiopia"	"2019-04-01"	129	"1-45"	"Simpson S.W."	8	NA	18927	30904038	"SCOPUS_ID:85061191455"	0	0.02	0	0.18	0.2	0	0.01	0.59	0.01	0	7	"2-s2.0-85061191455"	"S004724841730444X"	0.026	0.896	0.078	1	"2-s2.0-85061191455"	"S004724841730444X"	"2019"
"2-s2.0-84960102467"	"10.1016/j.jhevol.2016.01.005"	"S0047248416000087"	"Phylogenetic signal in molar dental shape of extant and fossil catarrhine primates"	"2016-05-01"	94	"13-27"	"Gamarra B."	9	NA	18927	27178455	"SCOPUS_ID:84960102467"	0.03	0.05	0	0	0	0.4	0	0.35	0.14	0.04	5	"2-s2.0-84960102467"	"S0047248416000087"	0.015	0.917	0.068	0.9999	"2-s2.0-84960102467"	"S0047248416000087"	"2016"
"2-s2.0-0019179057"	"10.1016/0047-2484(80)90092-5"	"47248480900925"	"Studies on the sex-specificity of the human spinal profile"	"1980-01-01"	9	"xx-xx"	"Knussmann R."	2	NA	18927	NA	"SCOPUS_ID:0019179057"	0	0	0.44	0.27	0	0	0	0.28	0	0	2	"2-s2.0-0019179057"	"47248480900925"	0.024	0.873	0.103	0.9976	"2-s2.0-0019179057"	"47248480900925"	"1980"
"2-s2.0-85066277444"	"10.1016/j.jhevol.2019.05.005"	"S004724841830229X"	"Dental macrowear and cortical bone distribution of the Neanderthal mandible from Regourdou (Dordogne, Southwestern France)"	"2019-07-01"	132	"174-188"	"Fiorenza L."	6	NA	18927	31203846	"SCOPUS_ID:85066277444"	0.21	0.01	0.05	0.05	0	0.16	0.07	0	0.43	0.03	8	"2-s2.0-85066277444"	"S004724841830229X"	0.021	0.933	0.046	0.9998	"2-s2.0-85066277444"	"S004724841830229X"	"2019"
"2-s2.0-0031607158"	"10.1006/jhev.1997.0187"	"S0047248497901871"	"Variation in tooth morphology of Pongo pygmaeus"	"1998-01-01"	34	"71-79"	"Uchida A."	40	NA	18927	9467782	"SCOPUS_ID:0031607158"	0	0.08	0.14	0	0	0.37	0	0	0.14	0.26	5	"2-s2.0-0031607158"	"S0047248497901871"	0.01	0.932	0.058	0.9862	"2-s2.0-0031607158"	"S0047248497901871"	"1998"
"2-s2.0-0017565270"	"10.1016/S0047-2484(77)80102-4"	"S0047248477801024"	"Morphometric relationships between seventeen tribes of Cyrenaica (Libya): A multivariate study"	"1977-01-01"	6	"721-727"	"Vecchi F."	1	NA	18927	NA	"SCOPUS_ID:0017565270"	0.05	0	0.92	0.03	0	0	0	0	0	0	2	"2-s2.0-0017565270"	"S0047248477801024"	0.057	0.881	0.062	0.4215	"2-s2.0-0017565270"	"S0047248477801024"	"1977"
"2-s2.0-0027387156"	"10.1006/jhev.1993.1016"	"S004724848371016X"	"The Makapansgat australopithecine environment"	"1993-01-01"	24	"219-231"	"Rayner R."	59	NA	18927	NA	"SCOPUS_ID:0027387156"	0	0.74	0.02	0	0.23	0	0	0	0	0	1	"2-s2.0-0027387156"	"S004724848371016X"	0	0.905	0.095	0.9846	"2-s2.0-0027387156"	"S004724848371016X"	"1993"
"2-s2.0-84899101190"	"10.1016/j.jhevol.2014.03.001"	"S0047248414000633"	"Middle paleolithic and uluzzian human remains from fumane cave, Italy"	"2014-01-01"	70	"61-68"	"Benazzi S."	42	NA	18927	24666601	"SCOPUS_ID:84899101190"	0.24	0	0	0	0	0	0.27	0	0.5	0	8	"2-s2.0-84899101190"	"S0047248414000633"	0.032	0.914	0.053	0.9981	"2-s2.0-84899101190"	"S0047248414000633"	"2014"
"2-s2.0-0034749890"	"10.1006/jhev.2001.0491"	"S0047248401904919"	"Dental size variation in the Atapuerca-SH Middle Pleistocene hominids"	"2001-01-01"	41	"195-209"	"Bermúdez de Castro J.M."	29	NA	18927	NA	"SCOPUS_ID:0034749890"	0.48	0	0	0.11	0.2	0	0	0.02	0.19	0	0	"2-s2.0-0034749890"	"S0047248401904919"	0.013	0.958	0.029	0.9612	"2-s2.0-0034749890"	"S0047248401904919"	"2001"
"2-s2.0-77954213626"	"10.1016/j.jhevol.2010.03.013"	"S0047248410000709"	"Endocranial shape asymmetries in Pan paniscus, Pan troglodytes and Gorilla gorilla assessed via skull based landmark analysis"	"2010-01-01"	59	"54-69"	"Balzeau A."	33	NA	18927	20537369	"SCOPUS_ID:77954213626"	0.22	0	0	0	0.03	0.64	0	0	0	0.11	5	"2-s2.0-77954213626"	"S0047248410000709"	0.024	0.872	0.103	1	"2-s2.0-77954213626"	"S0047248410000709"	"2010"
"2-s2.0-0038544503"	"10.1016/S0047-2484(03)00012-5"	"S0047248403000125"	"An integrated approach to taphonomy and faunal change in the Shungura Formation (Ethiopia) and its implication for hominid evolution"	"2003-01-01"	44	"451-478"	"Alemseged Z."	71	NA	18927	12727463	"SCOPUS_ID:0038544503"	0	0.92	0.01	0.01	0.07	0	0	0	0	0	1	"2-s2.0-0038544503"	"S0047248403000125"	0.021	0.924	0.055	0.9996	"2-s2.0-0038544503"	"S0047248403000125"	"2003"
"2-s2.0-51349163155"	"10.1016/j.jhevol.2008.03.001"	"S0047248408000432"	"Google Earth, GIS, and the Great Divide: A new and simple method for sharing paleontological data"	"2008-01-01"	55	"751-755"	"Conroy G."	35	NA	18927	18440051	"SCOPUS_ID:51349163155"	0	0.65	0.01	0	0	0	0.22	0.04	0	0.08	1	"2-s2.0-51349163155"	"S0047248408000432"	0.01	0.835	0.154	0.9998	"2-s2.0-51349163155"	"S0047248408000432"	"2008"
"2-s2.0-33947519085"	"10.1016/j.jhevol.2006.10.004"	"S0047248406002089"	"Discovery of new open-air Paleolithic localities in Central Alborz, Northern Iran"	"2007-01-01"	52	"380-387"	"Berillon G."	19	NA	18927	17188739	"SCOPUS_ID:33947519085"	0.03	0.07	0	0	0	0	0.89	0	0	0	6	"2-s2.0-33947519085"	"S0047248406002089"	0.014	0.929	0.057	0.9993	"2-s2.0-33947519085"	"S0047248406002089"	"2007"
"2-s2.0-56149121454"	"10.1016/j.jhevol.2008.05.006"	"S0047248408000961"	"Dentognathic remains of Macaca (Primates, Cercopithecidae) from the late early Pleistocene of Terrassa (Catalonia, Spain)"	"2008-01-01"	55	"1160-1163"	"Alba D."	31	NA	18927	18672268	"SCOPUS_ID:56149121454"	0.14	0.07	0	0	0	0	0	0.23	0.55	0	8	"2-s2.0-56149121454"	"S0047248408000961"	0.029	0.92	0.051	0.9911	"2-s2.0-56149121454"	"S0047248408000961"	"2008"
"2-s2.0-0028313823"	"10.1006/jhev.1994.1011"	"S0047248484710116"	"The evolution of human bipedality: Ecology and functional morphology"	"1994-01-01"	26	"183-202"	"Hunt K."	159	NA	18927	NA	"SCOPUS_ID:0028313823"	0	0	0	0.6	0	0	0	0	0	0.4	3	"2-s2.0-0028313823"	"S0047248484710116"	0.009	0.882	0.109	0.9922	"2-s2.0-0028313823"	"S0047248484710116"	"1994"
"2-s2.0-0021829943"	"10.1016/S0047-2484(85)80049-X"	"S004724848580049X"	"On a certain generic peculiarity of man"	"1985-01-01"	14	"411-415"	"Bielicki T."	2	NA	18927	NA	"SCOPUS_ID:0021829943"	0	0	0.87	0	0	0	0	0	0	0.13	2	"2-s2.0-0021829943"	"S004724848580049X"	0.069	0.773	0.157	0.9995	"2-s2.0-0021829943"	"S004724848580049X"	"1985"
"2-s2.0-8644261199"	"10.1016/S0047-2484(81)80005-X"	"S004724848180005X"	"Sedentism and changing fertility patterns in a Northern athapascan isolate"	"1981-01-01"	10	"413-425"	"Roth E."	18	NA	18927	NA	"SCOPUS_ID:8644261199"	0	0	0.71	0	0	0	0.06	0	0	0.23	2	"2-s2.0-8644261199"	"S004724848180005X"	0.033	0.902	0.066	0.9982	"2-s2.0-8644261199"	"S004724848180005X"	"1981"
"2-s2.0-49649143718"	"10.1016/0047-2484(72)90092-9"	"47248472900929"	"Cranial capacity, taxonomical and phylogenetical status of Vértesszöllös man"	"1972-01-01"	1	"511-512"	"Thoma A."	1	NA	18927	NA	"SCOPUS_ID:49649143718"	0.4	0	0.44	0	0.1	0.06	0	0	0	0	2	"2-s2.0-49649143718"	"47248472900929"	0.033	0.94	0.027	-0.4767	"2-s2.0-49649143718"	"47248472900929"	"1972"
"2-s2.0-85102125691"	"10.1016/j.jhevol.2021.102956"	"S0047248421000087"	"New Pliocene hominin remains from the Leado Dido'a area of Woranso-Mille, Ethiopia"	"2021-04-01"	153	"xx-xx"	"Melillo S.M."	0	102956	18927	33711722	"SCOPUS_ID:85102125691"	0	0.06	0	0	0.54	0	0	0	0.4	0	4	"2-s2.0-85102125691"	"S0047248421000087"	0.032	0.913	0.055	0.9999	"2-s2.0-85102125691"	"S0047248421000087"	"2021"
"2-s2.0-0022260263"	"10.1016/S0047-2484(85)80026-9"	"S0047248485800269"	"Bone diagenesis and dietary analysis"	"1985-01-01"	14	"477-482"	"Lambert J."	53	NA	18927	NA	"SCOPUS_ID:0022260263"	0.03	0.24	0.47	0.03	0	0	0.22	0	0	0	2	"2-s2.0-0022260263"	"S0047248485800269"	0.037	0.904	0.059	0.9939	"2-s2.0-0022260263"	"S0047248485800269"	"1985"
"2-s2.0-84859158103"	"10.1016/j.jhevol.2012.01.003"	"S0047248412000152"	"Ontogeny of limb force distribution in squirrel monkeys (Saimiri boliviensis): Insights into the mechanical bases of primate hind limb dominance"	"2012-01-01"	62	"473-485"	"Young J.W."	24	NA	18927	NA	"SCOPUS_ID:84859158103"	0	0	0	0.94	0	0	0	0	0	0.05	3	"2-s2.0-84859158103"	"S0047248412000152"	0.016	0.87	0.114	1	"2-s2.0-84859158103"	"S0047248412000152"	"2012"
"2-s2.0-0028194061"	"10.1006/jhev.1994.1026"	"S0047248484710268"	"Relative development of the hallux and pedal digit formulae in Cercopithecidae"	"1994-01-01"	26	"413-440"	"Strasser E."	14	NA	18927	NA	"SCOPUS_ID:0028194061"	0	0	0	0.11	0	0	0	0.89	0	0	7	"2-s2.0-0028194061"	"S0047248484710268"	0	0.918	0.082	0.9866	"2-s2.0-0028194061"	"S0047248484710268"	"1994"
"2-s2.0-0018129402"	"10.1016/S0047-2484(78)80018-9"	"S0047248478800189"	"The time vector in the taxonomic continuum"	"1978-01-01"	7	"503-508"	"Alexeev V."	0	NA	18927	NA	"SCOPUS_ID:0018129402"	0	0	0.95	0	0	0	0	0	0	0.05	2	"2-s2.0-0018129402"	"S0047248478800189"	0.034	0.888	0.077	0.9956	"2-s2.0-0018129402"	"S0047248478800189"	"1978"
"2-s2.0-78149413848"	"10.1016/j.jhevol.2010.07.021"	"S0047248410001636"	"Initial fossil discoveries from Hoogland, a new Pliocene primate-bearing karstic system in Gauteng Province, South Africa"	"2010-01-01"	59	"685-691"	"Adams J.W."	17	NA	18927	NA	"SCOPUS_ID:78149413848"	0	0.45	0	0	0.1	0	0.18	0.03	0.24	0	1	"2-s2.0-78149413848"	"S0047248410001636"	0.03	0.9	0.07	0.9988	"2-s2.0-78149413848"	"S0047248410001636"	"2010"
"2-s2.0-84978280246"	"10.1016/j.jhevol.2016.05.009"	"S0047248416300343"	"Trabecular architecture in the StW 352 fossil hominin calcaneus"	"2016-08-01"	97	"145-158"	"Zeininger A."	23	NA	18927	27457551	"SCOPUS_ID:84978280246"	0.02	0	0	0.4	0.14	0.23	0	0.21	0	0	3	"2-s2.0-84978280246"	"S0047248416300343"	0.029	0.909	0.062	0.9998	"2-s2.0-84978280246"	"S0047248416300343"	"2016"
"2-s2.0-49249144395"	"10.1016/0047-2484(79)90054-X"	"004724847990054X"	"Matters of moment"	"1979-01-01"	8	"xx-xx"	"Scheffrahn W."	1	NA	18927	NA	"SCOPUS_ID:49249144395"	0	0	0.62	0	0	0	0	0.27	0	0.1	2	"2-s2.0-49249144395"	"004724847990054X"	0.008	0.921	0.072	0.9906	"2-s2.0-49249144395"	"004724847990054X"	"1979"
"2-s2.0-85029515570"	"10.1016/j.jhevol.2017.07.011"	"S0047248416302391"	"Morphological description and morphometric analyses of the Upper Palaeolithic human remains from Dzudzuana and Satsurblia caves, western Georgia"	"2017-12-01"	113	"83-90"	"Margherita C."	5	NA	18927	29054170	"SCOPUS_ID:85029515570"	0.35	0	0	0	0	0	0.08	0	0.57	0	8	"2-s2.0-85029515570"	"S0047248416302391"	0.036	0.909	0.055	0.9975	"2-s2.0-85029515570"	"S0047248416302391"	"2017"
"2-s2.0-84863531413"	"10.1016/j.jhevol.2012.05.002"	"S0047248412000693"	"New primate first metatarsals from the Paleogene of Egypt and the origin of the anthropoid big toe"	"2012-01-01"	63	"99-120"	"Patel B."	14	NA	18927	NA	"SCOPUS_ID:84863531413"	0	0	0	0.01	0	0.05	0	0.91	0.02	0	7	"2-s2.0-84863531413"	"S0047248412000693"	0.029	0.891	0.08	0.9999	"2-s2.0-84863531413"	"S0047248412000693"	"2012"
"2-s2.0-0035074837"	"10.1006/jhev.2001.0467"	"S0047248401904671"	"Primate origins: Evolutionary change in digital ray patterning and segmentation"	"2001-01-01"	40	"339-351"	"Hamrick M."	69	NA	18927	11312586	"SCOPUS_ID:0035074837"	0	0	0.1	0.13	0	0.2	0	0.57	0	0	7	"2-s2.0-0035074837"	"S0047248401904671"	0.005	0.915	0.08	0.998	"2-s2.0-0035074837"	"S0047248401904671"	"2001"
"2-s2.0-8844232807"	"10.1016/j.jhevol.2004.07.004"	"S0047248404001046"	"Human size evolution: No evolutionary allometric relationship between male and female stature"	"2004-01-01"	47	"253-266"	"Gustafsson A."	65	NA	18927	15454336	"SCOPUS_ID:8844232807"	0	0.02	0.32	0.28	0	0.21	0	0	0	0.17	2	"2-s2.0-8844232807"	"S0047248404001046"	0.023	0.913	0.064	0.9995	"2-s2.0-8844232807"	"S0047248404001046"	"2004"
"2-s2.0-0018868615"	"10.1016/0047-2484(80)90042-1"	"47248480900421"	"The eastern orientation of Merovingian graves and the seasonal distribution of morbidity and mortality (using the Sasbach-Behans and Bischoffingen-Bigärten cemeteries as examples)"	"1980-01-01"	9	"49-59"	"Fichter G."	2	NA	18927	NA	"SCOPUS_ID:0018868615"	0.05	0.19	0.53	0.1	0	0	0.12	0	0	0	2	"2-s2.0-0018868615"	"47248480900421"	0.061	0.856	0.083	0.9733	"2-s2.0-0018868615"	"47248480900421"	"1980"
"2-s2.0-85060205967"	"10.1016/j.jhevol.2018.12.001"	"S0047248418303385"	"New permanent teeth from Gran Dolina-TD6 (Sierra de Atapuerca). The bearing of Homo antecessor on the evolutionary scenario of Early and Middle Pleistocene Europe"	"2019-02-01"	127	"93-117"	"Martinón-Torres M."	8	NA	18927	30777361	"SCOPUS_ID:85060205967"	0.35	0	0.01	0	0.07	0	0	0	0.57	0	8	"2-s2.0-85060205967"	"S0047248418303385"	0.023	0.915	0.062	0.9999	"2-s2.0-85060205967"	"S0047248418303385"	"2019"
"2-s2.0-0017590722"	"10.1016/S0047-2484(77)80107-3"	"S0047248477801073"	"Heterosis as one of the factors of acceleration of growth and development"	"1977-01-01"	6	"745-749"	"Nikityuk B."	2	NA	18927	NA	"SCOPUS_ID:0017590722"	0	0	0.55	0.45	0	0	0	0	0	0	2	"2-s2.0-0017590722"	"S0047248477801073"	0.025	0.826	0.149	0.9995	"2-s2.0-0017590722"	"S0047248477801073"	"1977"
"2-s2.0-84919846640"	"10.1016/j.jhevol.2014.08.005"	"S0047248414001833"	"Middle Pliocene hominin mandibular fourth premolars from Woranso-Mille (Central Afar, Ethiopia)"	"2015-01-01"	78	"44-59"	"Haile-Selassie Y."	9	NA	18927	25200889	"SCOPUS_ID:84919846640"	0	0	0	0	0.47	0.11	0	0	0.42	0	4	"2-s2.0-84919846640"	"S0047248414001833"	0.025	0.923	0.052	0.9995	"2-s2.0-84919846640"	"S0047248414001833"	"2015"
"2-s2.0-78650898212"	"10.1016/j.jhevol.2010.09.005"	"S0047248410001909"	"Scraper reduction and imposed form at the Lower Palaeolithic site of High Lodge, England"	"2011-01-01"	60	"185-204"	"Brumm A."	20	NA	18927	NA	"SCOPUS_ID:78650898212"	0	0	0.05	0	0	0.02	0.89	0.04	0	0	6	"2-s2.0-78650898212"	"S0047248410001909"	0.028	0.909	0.063	0.9998	"2-s2.0-78650898212"	"S0047248410001909"	"2011"
"2-s2.0-84906942188"	"10.1016/j.jhevol.2014.03.009"	"S0047248414001560"	"Oldest known cranium of a juvenile New World monkey (Early Miocene, Patagonia, Argentina): Implications for the taxonomy and the molar eruption pattern of early platyrrhines"	"2014-01-01"	74	"67-81"	"Perry J."	11	NA	18927	25081638	"SCOPUS_ID:84906942188"	0	0	0.03	0	0.2	0.06	0	0.26	0.45	0	8	"2-s2.0-84906942188"	"S0047248414001560"	0.035	0.906	0.059	0.9995	"2-s2.0-84906942188"	"S0047248414001560"	"2014"
"2-s2.0-0021259659"	"10.1016/S0047-2484(84)80078-0"	"S0047248484800780"	"A sociobiological interpretation of the structures and functions of the human family"	"1984-01-01"	13	"81-90"	"Melotti U."	1	NA	18927	NA	"SCOPUS_ID:0021259659"	0	0	0.84	0	0	0	0	0	0	0.16	2	"2-s2.0-0021259659"	"S0047248484800780"	0.058	0.818	0.124	0.9997	"2-s2.0-0021259659"	"S0047248484800780"	"1984"
"2-s2.0-0034034471"	"10.1006/jhev.1999.0382"	"S0047248499903822"	"Estimating stature in fossil hominids: Which regression model and reference sample to use?"	"2000-01-01"	38	"767-784"	"Hens S."	42	NA	18927	10835261	"SCOPUS_ID:0034034471"	0.05	0.06	0.01	0.66	0.14	0.04	0	0.03	0	0	3	"2-s2.0-0034034471"	"S0047248499903822"	0.016	0.925	0.059	0.9972	"2-s2.0-0034034471"	"S0047248499903822"	"2000"
"2-s2.0-85099157200"	"10.1016/j.jhevol.2020.102940"	"S0047248420302013"	"The foot of the human–chimpanzee last common ancestor was not African ape-like: A response to Prang (2019)"	"2021-01-01"	NA	"xx-xx"	"Chaney M.E."	0	102940	18927	NA	"SCOPUS_ID:85099157200"	0	0	0.05	0.28	0.06	0.13	0	0.49	0	0	7	"2-s2.0-85099157200"	"S0047248420302013"	0.028	0.912	0.06	0.9989	"2-s2.0-85099157200"	"S0047248420302013"	"2021"
"2-s2.0-1842664366"	"10.1016/j.jhevol.2003.12.001"	"S0047248403001763"	"The context of Stw 573, an early hominid skull and skeleton from Sterkfontein Member 2: Taphonomy and paleoenvironment"	"2004-01-01"	46	"279-297"	"Pickering T.R."	46	NA	18927	14984784	"SCOPUS_ID:1842664366"	0	0.31	0	0	0.31	0	0.28	0.07	0.01	0.01	1	"2-s2.0-1842664366"	"S0047248403001763"	0.027	0.909	0.063	0.9995	"2-s2.0-1842664366"	"S0047248403001763"	"2004"
"2-s2.0-33749992110"	"10.1016/j.jhevol.2006.07.002"	"S0047248406001308"	"Dental metric comparisons of Morotopithecus and Afropithecus: Implications for the validity of the genus Morotopithecus"	"2006-01-01"	51	"506-512"	"Patel B."	11	NA	18927	16914180	"SCOPUS_ID:33749992110"	0	0	0	0	0.26	0.03	0	0.6	0.11	0	7	"2-s2.0-33749992110"	"S0047248406001308"	0.024	0.918	0.059	0.9987	"2-s2.0-33749992110"	"S0047248406001308"	"2006"
"2-s2.0-33947434098"	"10.1016/j.jhevol.2006.08.008"	"S0047248406001758"	"Vertebral morphology of Nacholapithecus kerioi based on KNM-BG 35250"	"2007-01-01"	52	"347-369"	"Nakatsukasa M."	33	NA	18927	17337037	"SCOPUS_ID:33947434098"	0	0	0	0.07	0	0	0	0.92	0	0	7	"2-s2.0-33947434098"	"S0047248406001758"	0.038	0.891	0.071	0.9998	"2-s2.0-33947434098"	"S0047248406001758"	"2007"
"2-s2.0-84898056067"	"10.1016/j.jhevol.2013.12.014"	"S0047248414000189"	"Plant foods and the dietary ecology of Neanderthals and early modern humans"	"2014-01-01"	69	"44-54"	"Henry A.G."	119	NA	18927	24612646	"SCOPUS_ID:84898056067"	0.12	0.16	0	0	0	0.09	0.39	0	0.01	0.23	6	"2-s2.0-84898056067"	"S0047248414000189"	0.026	0.893	0.081	0.9998	"2-s2.0-84898056067"	"S0047248414000189"	"2014"
"2-s2.0-85063902604"	"10.1016/j.jhevol.2019.01.010"	"S0047248419301411"	"Hominin fire use in the Okote member at Koobi Fora, Kenya: New evidence for the old debate"	"2019-08-01"	133	"214-229"	"Hlubik S."	11	NA	18927	31358181	"SCOPUS_ID:85063902604"	0	0.14	0.01	0.02	0.01	0	0.78	0	0	0.04	6	"2-s2.0-85063902604"	"S0047248419301411"	0.074	0.871	0.054	-0.9994	"2-s2.0-85063902604"	"S0047248419301411"	"2019"
"2-s2.0-85073943587"	"10.1016/j.jhevol.2019.102668"	"S0047248418304342"	"Early Upper Paleolithic human foot bones from Manot Cave, Israel"	"2019-01-01"	NA	"xx-xx"	"Borgel S."	5	102668	18927	NA	"SCOPUS_ID:85073943587"	0.4	0	0	0.12	0.01	0	0.19	0.28	0	0	0	"2-s2.0-85073943587"	"S0047248418304342"	0.043	0.909	0.048	0.9758	"2-s2.0-85073943587"	"S0047248418304342"	"2019"
"2-s2.0-85079389765"	"10.1016/j.jhevol.2019.102727"	"S0047248419303586"	"The upper limb of Paranthropus boisei from Ileret, Kenya"	"2020-04-01"	141	"xx-xx"	"Richmond B.G."	3	102727	18927	32078931	"SCOPUS_ID:85079389765"	0.02	0.04	0	0.14	0.41	0	0.07	0.32	0	0	4	"2-s2.0-85079389765"	"S0047248419303586"	0.02	0.886	0.094	1	"2-s2.0-85079389765"	"S0047248419303586"	"2020"
"2-s2.0-0000354231"	"10.1016/S0047-2484(05)80004-1"	"S0047248405800041"	"Ontogenetic scaling of skeletal proportions in the talapoin monkey"	"1992-01-01"	23	"283-307"	"Shea B."	36	NA	18927	NA	"SCOPUS_ID:0000354231"	0	0	0.11	0.17	0	0.54	0	0.14	0	0.03	5	"2-s2.0-0000354231"	"S0047248405800041"	0.024	0.869	0.106	1	"2-s2.0-0000354231"	"S0047248405800041"	"1992"
"2-s2.0-51549115843"	"10.1016/j.jhevol.2008.07.005"	"S004724840800136X"	"The Acheulean massive scrapers of Gesher Benot Ya'aqov-a product of the biface chaîne opératoire"	"2008-01-01"	55	"702-712"	"Goren-Inbar N."	39	NA	18927	18757076	"SCOPUS_ID:51549115843"	0	0	0.01	0	0	0	0.99	0	0	0	6	"2-s2.0-51549115843"	"S004724840800136X"	0.018	0.924	0.058	0.9995	"2-s2.0-51549115843"	"S004724840800136X"	"2008"
"2-s2.0-0002953149"	"10.1016/0047-2484(92)90066-I"	"004724849290066I"	"Goeldi and the dwarfs: the evolutionary biology of the small New World monkeys"	"1992-01-01"	22	"367-393"	"Martin R."	72	NA	18927	NA	"SCOPUS_ID:0002953149"	0	0	0.31	0	0	0.13	0	0.28	0.07	0.21	2	"2-s2.0-0002953149"	"004724849290066I"	0.038	0.879	0.083	0.9999	"2-s2.0-0002953149"	"004724849290066I"	"1992"
"2-s2.0-85010679671"	"10.1016/j.jhevol.2016.12.001"	"S0047248416302305"	"The Middle Stone Age human fossil record from Klasies River Main Site"	"2017-02-01"	103	"53-78"	"Grine F.E."	22	NA	18927	28166908	"SCOPUS_ID:85010679671"	0.06	0	0	0.01	0.23	0	0.64	0.01	0.04	0	6	"2-s2.0-85010679671"	"S0047248416302305"	0.031	0.909	0.06	0.9998	"2-s2.0-85010679671"	"S0047248416302305"	"2017"
"2-s2.0-0031131989"	"10.1006/jhev.1996.0113"	"S004724849690113X"	"Age at death of Gibraltar 2"	"1997-01-01"	32	"469-470"	"Skinner M."	5	NA	18927	9169994	"SCOPUS_ID:0031131989"	0.7	0	0.08	0	0	0	0	0	0.21	0	0	"2-s2.0-0031131989"	"S004724849690113X"	0.049	0.9	0.05	-0.4019	"2-s2.0-0031131989"	"S004724849690113X"	"1997"
"2-s2.0-34548230566"	"10.1016/j.jhevol.2007.02.004"	"S0047248407000930"	"The view from the Lincoln Cave: mid- to late Pleistocene fossil deposits from Sterkfontein hominid site, South Africa"	"2007-01-01"	53	"260-271"	"Reynolds S."	37	NA	18927	17624409	"SCOPUS_ID:34548230566"	0	0.12	0	0	0.18	0	0.63	0	0.06	0	6	"2-s2.0-34548230566"	"S0047248407000930"	0.014	0.934	0.052	0.9994	"2-s2.0-34548230566"	"S0047248407000930"	"2007"
"2-s2.0-0015852996"	"10.1016/0047-2484(73)90134-6"	"47248473901346"	"Forward from Taung"	"1973-01-01"	2	"563-566"	"Wells L."	2	NA	18927	NA	"SCOPUS_ID:0015852996"	0	0.03	0.33	0	0.64	0	0	0	0	0	4	"2-s2.0-0015852996"	"47248473901346"	0.02	0.856	0.125	0.9992	"2-s2.0-0015852996"	"47248473901346"	"1973"
"2-s2.0-0022253227"	"10.1016/S0047-2484(85)80024-5"	"S0047248485800245"	"Biocultural adaptation as reflected in trace element distribution"	"1985-01-01"	14	"461-468"	"Brown A."	11	NA	18927	NA	"SCOPUS_ID:0022253227"	0	0.02	0.62	0.02	0	0	0.23	0	0	0.11	2	"2-s2.0-0022253227"	"S0047248485800245"	0.029	0.889	0.081	0.9989	"2-s2.0-0022253227"	"S0047248485800245"	"1985"
"2-s2.0-84887606972"	"10.1016/j.jhevol.2013.09.005"	"S0047248413002042"	"First discovery of Pleistocene orangutan (Pongo sp.) fossils in Peninsular Malaysia: Biogeographic and paleoenvironmental implications"	"2013-01-01"	65	"770-797"	"Ibrahim Y."	29	NA	18927	24210657	"SCOPUS_ID:84887606972"	0	0.37	0.01	0	0	0	0.29	0.14	0.14	0.04	1	"2-s2.0-84887606972"	"S0047248413002042"	0.036	0.918	0.046	0.9993	"2-s2.0-84887606972"	"S0047248413002042"	"2013"
